airport,latitude,longitude
ORF,36.89459991455078,-76.20120239257812
BPT,29.9507999420166,-94.02069854736328
SAV,32.12760162,-81.20210266
HIF,41.12403,-111.973086
OME,64.51219940185547,-165.44500732421875
PIE,27.91020012,-82.68740082
MNM,45.126701,-87.638397
CXO,30.351801,-95.414497
SCC,70.19470215,-148.4649963
SAT,29.533700942993164,-98.46980285644533
ROC,43.118900299072266,-77.67240142822266
COF,28.2348995209,-80.6100997925
TEB,40.85010147089999,-74.060798645
RCA,44.14500046,-103.1039963
RDU,35.87760162353516,-78.7874984741211
DAY,39.90240097045898,-84.21939849853516
ENA,60.57310104370117,-151.2449951171875
MLC,34.882401,-95.783501
IAG,43.1072998046875,-78.94619750976562
CFD,30.7157001495,-96.3313980103
LIY,31.889099,-81.562303
PHF,37.13190079,-76.49299622
ESF,31.3948993683,-92.2957992554
LTS,34.667098999,-99.2667007446
TUS,32.1161003112793,-110.94100189208984
MIB,48.4156,-101.358002
BAB,39.136100769,-121.43699646
IKK,41.07139968869999,-87.8462982178
GSB,35.33940125,-77.96060181
PVD,41.732601,-71.420403
SBY,38.34049987792969,-75.51029968261719
BUR,34.20069885253906,-118.35900115966795
DTW,42.212398529052734,-83.35340118408203
TPA,27.975500106811523,-82.533203125
PMB,48.9425010681,-97.2407989502
POE,31.0447998,-93.1917038
EIL,64.66570282,-147.102005
HIB,47.38660049,-92.83899689
LFK,31.2339992523,-94.75
MAF,31.9424991607666,-102.2020034790039
GRB,44.48509979248047,-88.12960052490234
ADM,34.30301,-97.0196342
WRI,40.0155983,-74.59169769
AGS,33.36989974975586,-81.9645004272461
ISN,48.177898407,-103.641998291
LIT,34.729400634799994,-92.2242965698
SWF,41.50410079956055,-74.10479736328125
BDE,48.7284011841,-94.612197876
SAC,38.5125007629,-121.492996216
HOM,59.645599365234375,-151.4770050048828
TBN,37.74160004,-92.14070129
MGE,33.91540146,-84.51629639
SKA,47.6151008606,-117.65599823
HTL,44.359798,-84.671095
PAM,30.0695991516,-85.57540130619999
DFW,32.896801,-97.038002
MLB,28.10280036926269,-80.64530181884766
TCM,47.1376991272,-122.475997925
AUS,30.194499969482425,-97.6698989868164
LCK,39.813801,-82.927803
MQT,46.3535995483,-87.395401001
TYS,35.81100082,-83.9940033
HLR,31.1387004852,-97.7145004272
STL,38.748697,-90.370003
MIV,39.367802,-75.072197
SPS,33.9888,-98.491898
LUK,39.10329819,-84.41860199
ATL,33.6367,-84.428101
MER,37.38050079,-120.5680008
MCC,38.66759872,-121.401001
GRR,42.88079834,-85.52279663
INK,31.7796001434,-103.200996399
FAT,36.77619934082031,-119.71800231933594
VRB,27.6556,-80.417901
IPL,32.834201812699995,-115.57900238
BNA,36.1245002746582,-86.6781997680664
LRD,27.543800354003903,-99.46160125732422
EDF,61.2509994506836,-149.8070068359375
OTZ,66.88469696,-162.598999
AOO,40.29639816,-78.31999969
DYS,32.4207992554,-99.854598999
ELD,33.22100067138672,-92.81330108642578
LGA,40.77719879,-73.87259674
TLH,30.396499633789062,-84.35030364990234
DPA,41.90779877,-88.24859619
ACT,31.611299514770508,-97.23049926757812
AUG,44.3205986023,-69.7973022461
NIP,30.2358,-81.680603
MKL,35.599899,-88.915604
MKK,21.15290069580078,-157.0959930419922
FTK,37.9071006775,-85.9720993042
SJT,31.35770034790039,-100.49600219726562
CXL,32.6694984436,-115.513000488
CIC,39.79539871,-121.8580017
BTV,44.4719009399,-73.15329742429999
JAX,30.49410057067871,-81.68789672851562
DRO,37.1515007019,-107.753997803
IAD,38.94449997,-77.45580292
CLL,30.58860016,-96.36380005
SFF,47.682800292969,-117.32299804688
MKE,42.94720077514648,-87.89659881591797
ABI,32.4113006592,-99.6819000244
COU,38.81809997558594,-92.21959686279295
PDX,45.58869934,-122.5979996
TNT,25.861799240112,-80.897003173828
PBI,26.68320083618164,-80.09559631347656
FTW,32.819801,-97.362396
OGS,44.6819000244,-75.46549987790002
FMH,41.6584014893,-70.5214004517
BFI,47.52999877929688,-122.302001953125
SKF,29.38419914,-98.58110046
HNL,21.32062,-157.924228
DSM,41.53400039672852,-93.66310119628906
EWN,35.0730018616,-77.04290008539999
SAN,32.7336006165,-117.190002441
MLU,32.51089859008789,-92.0376968383789
SSC,33.97269821,-80.47059631
ONT,34.055999755859375,-117.60099792480467
GVT,33.0677986145,-96.0652999878
ROW,33.30160140991211,-104.53099822998048
DET,42.40919876,-83.00990295
BRO,25.90679931640625,-97.4259033203125
DHN,31.3213005065918,-85.44960021972656
WWD,39.0084991455,-74.9083023071
NFL,39.41659927,-118.7009964
MTC,42.613463,-82.836919
FMN,36.7411994934,-108.230003357
CRP,27.77039909362793,-97.5011978149414
SYR,43.11119842529297,-76.1063003540039
NQX,24.57579994,-81.68890381
MDW,41.785999,-87.752403
SJC,37.362598,-121.929001
HOB,32.6875,-103.2170029
PNE,40.081902,-75.010597
DEN,39.861698150635,-104.672996521
PHL,39.87189865112305,-75.24109649658203
SUX,42.40259933,-96.38439941
MCN,32.69279861450195,-83.64920043945312
TCS,33.2369003296,-107.272003174
PMD,34.62939835,-118.0849991
RND,29.52969933,-98.27890015
NJK,32.829201,-115.671996
CMH,39.998001,-82.891899
FYV,36.00510025024414,-94.17009735107422
FSI,34.64979935,-98.40219879
FFO,39.8260993958,-84.0483016968
GAL,64.73619843,-156.9369965
MWL,32.7816009521,-98.0602035522
IAB,37.62189865,-97.26820374
NBG,29.82530022,-90.03500366
BFT,32.4122009277,-80.6343994141
TXK,33.45370101928711,-93.99099731445312
PBG,44.6509017944336,-73.46810150146484
APG,39.466202,-76.1688
TCC,35.182800293,-103.602996826
ANC,61.17440032958984,-149.99600219726562
GRK,31.067199707,-97.8289031982
BLI,48.79280090332031,-122.53800201416016
NQA,35.356701,-89.8703
EKN,38.88940048,-79.85710144
HFD,41.736698150635,-72.649398803711
SFZ,41.9207992554,-71.49140167239999
MOB,30.691200256348,-88.242797851562
NUQ,37.4161,-122.049004
SAF,35.617099762,-106.088996887
BKH,22.0228004456,-159.785003662
DRI,30.8316993713,-93.3398971558
BSF,19.760099411,-155.554000854
OLS,31.4177,-110.848
MCF,27.84930038,-82.52120209
BLV,38.5452,-89.835197
OPF,25.907,-80.278397
DRT,29.3742008209,-100.927001953
RSW,26.53619956970215,-81.75520324707031
AKN,58.67679977,-156.6490021
MUI,40.434799,-76.569397
JHM,20.962900161743164,-156.67300415039062
JFK,40.63980103,-73.77890015
HST,25.48859978,-80.38359833
RAL,33.95190048,-117.4449997
FLV,39.3683013916,-94.9147033691
WAL,37.9402008057,-75.4664001465
HMN,32.8525009155,-106.107002258
NXX,40.19979858,-75.14820099
CYS,41.15570068,-104.8119965
SCK,37.894199371338,-121.2379989624
CHS,32.89860153,-80.04049683
RNO,39.49909973144531,-119.76799774169922
KTN,55.35559845,-131.7140045
YIP,42.23789978,-83.53040314
VBG,34.7373008728,-120.583999634
BHM,33.56290054,-86.75350189
NEL,40.03329849,-74.353302
SYA,52.71229935,174.1139984
LSV,36.2361984253,-115.033996582
RIV,33.880699,-117.259003
MOD,37.62580109,-120.9540024
SMF,38.69540023803711,-121.59100341796876
UGN,42.422199249268,-87.867897033691
COS,38.805801,-104.700996
BUF,42.94049835,-78.73220062
SKY,41.4333992004,-82.6522979736
PAE,47.90629959,-122.2819977
MUO,43.043598,-115.872002
CDC,37.70100021362305,-113.0989990234375
BDL,41.9388999939,-72.68319702149999
MFE,26.17580032,-98.23860168
NGU,36.937599,-76.289299
CEF,42.19400024,-72.53479767
LBB,33.663601,-101.822998
ORD,41.9786,-87.9048
BCT,26.3784999847,-80.1076965332
FAI,64.81510162,-147.8560028
CVS,34.3828010559,-103.321998596
NGF,21.4505004883,-157.768005371
OFF,41.118301391602,-95.912498474121
GKN,62.1548996,-145.4570007
ART,43.99190139770508,-76.02169799804688
PSP,33.8297004699707,-116.50700378417967
AMA,35.219398,-101.706001
FOD,42.55149841,-94.19259644
BAD,32.5018005371,-93.6626968384
FOE,38.9509010315,-95.6635971069
COT,28.45669937,-99.22029877
ILM,34.270599365234375,-77.90260314941406
BTR,30.533199,-91.149597
TYR,32.35409927368164,-95.40239715576172
BWI,39.1754,-76.668297
HBR,34.991317,-99.051313
LNY,20.785600662231445,-156.9510040283203
AEX,31.32740020751953,-92.54979705810548
WSD,32.34149933,-106.4029999
CDB,55.20610046386719,-162.72500610351562
TUL,36.19839859008789,-95.88809967041016
SIT,57.04710006713867,-135.36199951171875
ISP,40.79520035,-73.10019684
MSP,44.882,-93.221802
ILG,39.67869949,-75.60649872
DUT,53.900100708,-166.544006348
MSY,29.99340057373047,-90.25800323486328
PWM,43.64619827,-70.30930328
OKC,35.39310073852539,-97.60070037841795
ALB,42.74829864501953,-73.80169677734375
VDZ,61.13389969,-146.2480011
LFI,37.082901001,-76.360496521
SNA,33.67570114,-117.8679962
CBM,33.6437988281,-88.44380187990001
TMB,25.6478996277,-80.432800293
NTU,36.820702,-76.033501
GUS,40.6481018066,-86.1520996094
CPR,42.908001,-106.463997
VPS,30.4832,-86.525398
SEM,32.343898773193,-86.987800598145
EYW,24.556100845336918,-81.75959777832031
CLT,35.2140007019043,-80.94309997558594
LAS,36.08010101,-115.1520004
MCO,28.429399490356445,-81.30899810791016
FLO,34.18539810180664,-79.7238998413086
GTF,47.48199844,-111.3710022
YNG,41.26070023,-80.67910004
FBK,64.83750153,-147.6139984
WRB,32.6400985718,-83.5919036865
PUW,46.7439,-117.110001
LWS,46.3745002746582,-117.01499938964844
ELM,42.1599006652832,-76.8916015625
ITH,42.49100112915039,-76.4583969116211
MRY,36.58700180053711,-121.84300231933594
SBA,34.42620087,-119.8399963
DAB,29.179899,-81.058098
JRB,40.70119858,-74.00900269
TKA,62.320499420166,-150.09399414062
HVN,41.26369858,-72.88680267
AVL,35.43619918823242,-82.54180145263672
GSO,36.097801208496094,-79.93730163574219
FSD,43.5820007324,-96.741897583
MHT,42.932598,-71.435699
APF,26.1525993347,-81.7752990723
SDF,38.1744,-85.736
CHO,38.13859939575195,-78.4529037475586
ROA,37.3255,-79.975403
LEX,38.0364990234375,-84.60590362548828
EVV,38.0369987488,-87.5324020386
ABQ,35.040199,-106.609001
BZN,45.77750015,-111.1529999
BIL,45.80770111083984,-108.54299926757812
BTM,45.95479965209961,-112.49700164794922
TVC,44.74140167236328,-85.58219909667969
BHB,44.45000076,-68.3615036
RKD,44.06010056,-69.09919739
JAC,43.6072998046875,-110.73799896240234
RFD,42.19540023803711,-89.09719848632812
GSP,34.8956985474,-82.2189025879
BMI,40.47710037,-88.91590118
GPT,30.40730094909668,-89.07009887695312
AZO,42.234901428222656,-85.5521011352539
TOL,41.58679962,-83.80780029
FWA,40.97850037,-85.19509888
DEC,39.834598541259766,-88.8656997680664
CID,41.88470077514648,-91.71080017089844
LSE,43.879002,-91.256699
CWA,44.7775993347,-89.6668014526
PIA,40.664199829100006,-89.6932983398
ATW,44.2580986023,-88.5190963745
RST,43.90829849243164,-92.5
CMI,40.03919983,-88.27809906
MHK,39.14099884033203,-96.6707992553711
FKL,41.3778991699,-79.8603973389
GJT,39.1223983765,-108.527000427
SGU,37.036389,-113.510306
DWH,30.0618000031,-95.5528030396
SRQ,27.39539909362793,-82.55439758300781
VNY,34.209800720215,-118.48999786377
MLI,41.44850158691406,-90.50749969482422
PFN,30.212099,-85.6828
BIS,46.77270126342773,-100.74600219726562
TEX,37.9538002,-107.9079971
RAP,44.0452995300293,-103.05699920654295
CLD,33.12829971,-117.2799988
FNT,42.96540069580078,-83.74359893798828
RDD,40.50899887,-122.2929993
EUG,44.12459945678711,-123.21199798583984
IDA,43.514599,-112.070999
MFR,42.37419891357422,-122.8730010986328
RDM,44.2541008,-121.1500015
CAK,40.91609954833984,-81.44219970703125
HSV,34.637199401855,-86.775100708008
PKB,39.34510040283203,-81.43920135498047
MGM,32.30059814,-86.39399719
TRI,36.475201,-82.407401
PAH,37.06079864501953,-88.7738037109375
PGA,36.92610168,-111.447998
FCA,48.31050109863281,-114.25599670410156
MBS,43.532901763916016,-84.07959747314453
BGM,42.20869827,-75.97979736
BLH,33.6192016602,-114.717002869
PSG,56.80170059,-132.9450073
SFB,28.7775993347168,-81.23750305175781
JST,40.31610107421875,-78.83390045166016
MSO,46.91630173,-114.0910034
GCN,35.95240020751953,-112.14700317382812
SGR,29.622299194336,-95.65650177002
APA,39.57009888,-104.848999
CVN,34.4250984192,-103.07900238
FST,30.9157009125,-102.916000366
LVS,35.6542015076,-105.141998291
IWS,29.8181991577,-95.6725997925
LRU,32.289398193359375,-106.9219970703125
BKD,32.71900177,-98.8909988403
TPL,31.15250015258789,-97.40779876708984
OZA,30.735300064087,-101.20300292969
EGE,39.64260101,-106.9179993
CGF,41.5651016235,-81.4863967896
MFD,40.82139968869999,-82.5166015625
CSG,32.516300201416016,-84.93890380859375
LAW,34.5676994324,-98.4166030884
FNL,40.451804,-105.011
FLG,35.13850021,-111.6709976
TVL,38.89390182495117,-119.99500274658205
TWF,42.4818,-114.487999
MVY,41.3931007385,-70.6143035889
CON,43.20270157,-71.50229645
GON,41.3301010131836,-72.04509735107422
STC,45.54660034179688,-94.05989837646484
GTR,33.450298309299995,-88.5914001465
HQM,46.9711990356,-123.93699646
ERI,42.0831270134,-80.1738667488
HYA,41.66930008,-70.28040314
SDX,34.848598480225,-111.78800201416
MGW,39.64289856,-79.91629791
CRW,38.37310028076172,-81.59320068359375
AVP,41.3385009766,-75.72339630130001
BJI,47.50939941,-94.93370056
FAR,46.92070007324219,-96.81580352783205
MKC,39.12319946289063,-94.5927963256836
GCC,44.3488998413,-105.539001465
NZJ,33.67610168457031,-117.7310028076172
SCE,40.8493003845,-77.84870147710001
MEI,32.33259963989258,-88.75189971923828
SPI,39.84410095,-89.67790222
CEZ,37.3030014038,-108.627998352
HDN,40.48120117,-107.2180023
GUP,35.511100769,-108.789001465
LBL,37.0442009,-100.9599991
LAA,38.0696983337,-102.68800354
GLD,39.37060165,-101.6989975
COD,44.520198822,-109.024002075
SGF,37.24570084,-93.38860321
JLN,37.151798248291016,-94.49829864501952
ABE,40.652099609375,-75.44080352783203
XNA,36.281898,-94.306801
SBN,41.70869827270508,-86.31729888916016
SMD,41.14339828,-85.15280151
ACV,40.978101,-124.109
OAJ,34.8292007446,-77.61209869380001
TCL,33.220600128174,-87.611396789551
DBQ,42.40200043,-90.70950317
ABR,45.449100494384766,-98.42179870605467
ABY,31.535499572753903,-84.19450378417969
AHN,33.94860076904297,-83.32630157470703
ALM,32.8399009705,-105.990997314
ALO,42.55709838867188,-92.40029907226562
ALW,46.09489822,-118.288002
APN,45.0780983,-83.56030273
ATY,44.91400146,-97.15470123
BFD,41.8031005859375,-78.64009857177734
BFF,41.87400055,-103.5960007
BKW,37.7873001099,-81.1241989136
BQK,31.2588005065918,-81.46649932861328
BRL,40.783199310302734,-91.12550354003906
CEC,41.78020096,-124.2369995
CGI,37.22529983520508,-89.57080078125
CIU,46.25080108642578,-84.47239685058594
CKB,39.2966003418,-80.2281036377
CLM,48.12020111083984,-123.5
CMX,47.168399810791016,-88.48909759521484
DDC,37.76340103149414,-99.9655990600586
DUJ,41.17829895,-78.8986969
EAU,44.86579895019531,-91.48429870605467
EKO,40.82490158081055,-115.79199981689452
EWB,41.67610168457031,-70.95690155029297
FAY,34.9911994934082,-78.88030242919922
GGW,48.212502,-106.614998
GRI,40.96749877929688,-98.30960083007812
HOT,34.47800064086914,-93.09619903564452
HTS,38.36669922,-82.55799866
IRK,40.09349822998047,-92.5448989868164
JMS,46.92969894,-98.67819977
LAR,41.31209945678711,-105.6750030517578
LBE,40.27590179,-79.40480042
LBF,41.12620163,-100.6839981
LEB,43.6260986328,-72.30419921880001
LMT,42.156101,-121.733002
LNS,40.121700286865234,-76.29609680175781
LWT,47.04930114746094,-109.46700286865234
LYH,37.326698303222656,-79.20040130615234
MKG,43.16949844,-86.23819733
MLS,46.428001403808594,-105.88600158691406
MSL,34.74530029,-87.61019897
OTH,43.41709899902344,-124.24600219726562
OWB,37.74010086,-87.16680145
PIB,31.467100143432617,-89.33709716796875
PIH,42.9098014831543,-112.59600067138672
PIR,44.38270187,-100.2860031
PLN,45.57089996,-84.79669952
PSM,43.0778999329,-70.8233032227
RDG,40.37850189208984,-75.96520233154297
RHI,45.63119888305664,-89.46749877929688
RKS,41.5942,-109.065001
RUT,43.52939987,-72.94960022
SBP,35.2368011475,-120.641998291
SHR,44.76919937133789,-106.9800033569336
SLK,44.38529968261719,-74.2061996459961
SLN,38.79100036621094,-97.6521987915039
SMX,34.89889908,-120.4570007
TUP,34.26810073852539,-88.7698974609375
UIN,39.94269943,-91.19460297
VCT,28.85260009765625,-96.9185028076172
VLD,30.78249931335449,-83.27670288085938
WRL,43.9656982421875,-107.95099639892578
YKM,46.56819916,-120.5439987
ADK,51.87799835205078,-176.64599609375
GST,58.4253006,-135.7070007
SGY,59.46009826660156,-135.3159942626953
HCR,62.18830108642578,-159.77499389648438
HNS,59.24380111694336,-135.5240020751953
KLG,61.53630065917969,-160.34100341796875
MCG,62.95289993,-155.6060028
MOU,62.095401763916016,-163.6820068359375
ANI,61.58160018920898,-159.54299926757812
VAK,61.5409,-165.6005
WRG,56.48429871,-132.3699951
LUP,21.21100044,-156.973999
WKK,59.2826004028,-158.617996216
BLF,37.29579925537109,-81.20770263671875
GLH,33.4828987121582,-90.98560333251952
PSC,46.26470184326172,-119.11900329589844
KQA,54.1337704415,-165.778895617
LPS,48.4838981628418,-122.93800354003906
WKL,19.9205,-155.8607
ORH,42.26729965209961,-71.87570190429688
PWT,47.490200042725,-122.76499938965
SPW,43.165500640869,-95.202796936035
JEF,38.5912017822,-92.1560974121
PVC,42.0718994141,-70.2213973999
FUL,33.8720016479,-117.980003357
USA,35.387798,-80.709099
SUN,43.50439835,-114.2959976
MCW,43.157798767100005,-93.3312988281
AZA,33.30780029,-111.6549988
AKP,68.13359833,-151.7429962
ANV,62.646702,-160.190994
ATK,70.46730041503906,-157.43600463867188
GAM,63.76679992675781,-171.73300170898438
HPB,61.52389908,-166.1470032
KAL,64.31909943,-158.7409973
KSM,62.0605011,-163.302002
KVL,67.73619842529297,-164.56300354003906
MYU,60.37139892578125,-166.27099609375
RBY,64.72720337,-155.4700012
SHH,66.249604,-166.089112
SVA,63.6864013671875,-170.4929962158203
WTK,67.56610107421875,-162.97500610351562
ARC,68.1147,-145.578995
KPC,65.2537002563,-166.85899353
HGR,39.707901,-77.72949982
SDP,55.31499862670898,-160.5229949951172
DRG,66.0696029663,-162.76600647
IGG,59.32400131225586,-155.90199279785156
KNW,59.4499015808,-157.32800293
KVC,55.11629867553711,-162.26600646972656
PTH,56.95909881591797,-158.63299560546875
TOG,59.05279922485352,-160.39700317382812
VQS,18.1158008575,-65.4226989746
ESC,45.7226982117,-87.0936965942
YAK,59.5032997131,-139.660003662
CPX,18.313289,-65.304324
MWA,37.75500107,-89.01110077
IMT,45.8184013367,-88.1145019531
AET,66.5518035889,-152.621994019
MGC,41.7033004761,-86.8211975098
SWD,60.12689971923828,-149.41900634765625
GRM,47.8382987976,-90.3828964233
AUW,44.9262008667,-89.6266021729
MIE,40.2422981262207,-85.3958969116211
LAF,40.41230010986328,-86.93689727783203
VGT,36.21070098877,-115.19400024414
ENW,42.59569931,-87.92780304
MTJ,38.5097999573,-107.893997192
RIW,43.064201355,-108.459999084
PDT,45.695098877,-118.841003418
OSH,43.98440170288086,-88.55699920654297
EAT,47.3988990784,-120.207000732
ARE,18.4500007629,-66.6753005981
FWH,32.76919937,-97.4414978
GYY,41.61629867553711,-87.41280364990234
BRD,46.39830017,-94.13809967
LWB,37.8582992554,-80.3994979858
PGV,35.6352005,-77.38529968
CYF,60.1492004395,-164.285995483
OXR,34.200801849365,-119.20700073242
BKG,36.532082,-93.200544
SCH,42.852500915527,-73.928901672363
UST,29.9592,-81.339798
STS,38.50899887,-122.8130035
ISM,28.2898006439,-81.4371032715
LCQ,30.1819992065,-82.57689666750001
LGU,41.7911987305,-111.851997375
BMC,41.552399,-112.061996
ASE,39.22320175,-106.8690033
ERV,29.9766998291,-99.0857009888
GED,38.68920135,-75.35890198
GBD,38.3442993164,-98.8591995239
HYS,38.84220123,-99.27320099
SUS,38.662101745605,-90.652000427246
LYU,47.82450104,-91.83070374
GPZ,47.21110153,-93.50980377
TVF,48.06570053,-96.18499756
EGV,45.9323005676,-89.26830291750001
ARV,45.92789841,-89.73090363
AVX,33.4049,-118.416
